project_name,country,common_region,region_group,status,sector,capture_type,transport_type,storage_type,utilization_type,start_year,announced_year,capacity_tpa,capacity_mtpa,latitude,longitude,raw_status,raw_sector,source_file,status_standardized
Aries (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,,,2027,2022,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Pegasus (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,,,2028,2022,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Dorado (TX),United States,United States,North America,Cancelled,CO2 T&S,Storage,,Dedicated storage,,2026,2022,5000000.0,5.0,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Virgo (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,,,2027,2022,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Corvus (WY),United States,United States,North America,Planned,CO2 T&S,Storage,,,,,2022,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Cygnus (WY),United States,United States,North America,Planned,CO2 T&S,Storage,,,,2027,2022,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Harvest Bend CCS White Castle (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,,,,2022,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Osage CCS 1 (OK),United States,United States,North America,Planned,CO2 T&S,Storage,,,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
San Joaquin Renewables BCCS (CA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2029,2021,440000.0,0.44,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Carbon TerraVault 2 (CA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Carbon TerraVault 3 (CA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,370000.0,0.37,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Carbon TerraVault 4 (CA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,40000.0,0.04,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Carbon TerraVault 5 (CA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,1000000.0,1.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
CarbonFrontier (CA),United States,United States,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,,2023,1600000.0,1.6,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Russel CO2 storage complex (KS),United States,United States,North America,Planned,Industry,Full chain,,Dedicated storage,,,2020,1000000.0,1.0,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Pelican Rindge Tract CCS Project (CA),United States,United States,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,,2023,2000000.0,2.0,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Montezuma NorCal Carbon Hub (CA),United States,United States,North America,Planned,CO2 T&S,T&S,,Dedicated storage,,,2023,1000000.0,1.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Carbon TerraVault 1: Verde (CA),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,,2023,100000.0,0.1,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Carbon TerraVault 1: InEnTec (CA),United States,United States,North America,Planned,Industry,Capture,,Dedicated storage,,2027,2023,100000.0,0.1,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Tranmere and Stanlow Terminal,United Kingdom,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Parc Adfer CCS ,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,,2023,235000.0,0.235,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Sharjah Hub ,United Arab Emirates,Middle East,Middle East,Planned,CO2 T&S,T&S,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
The Bluestreak CO2 Joint Venture,United Kingdom,Europe,Europe,Planned,CO2 T&S,T&S,,Dedicated storage,,,2023,30000000.0,30.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Filer City Station plant (MI),United States,United States,North America,Planned,Power and heat,Full chain,,,,,2023,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
HyNet Hydrogen Production Project (HPP) Plant 2 (Hynet phase 2),United Kingdom,Europe,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2023,1900000.0,1.9,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Gismarvik CO2 hub,Norway,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2028,2023,24000000.0,24.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
SK E&S Honeywell gas power plant,South Korea,South Korea,Other Asia Pacific,Planned,Power and heat,Capture,,,,,2023,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Aker Carbon Capture mineral production (unknown facilities),United States,United States,North America,Planned,Industry,Capture,,,,,2023,1500000.0,1.5,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Oxy/ADNOC UAE DAC,United Arab Emirates,Middle East,Middle East,Planned,DAC,Capture,,Dedicated storage,,,2023,1000000.0,1.0,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Gulf Coast Hydrogen Hub HyVelocity (TX),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 2,People's Republic of China,People's Republic of China,Other Asia Pacific,Under construction,Industry,Full chain,,EOR,,2026,2023,500000.0,0.5,,,Under construction,Industry,IEA-CCUS-2026.xlsx,under_construction
CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 3,People's Republic of China,People's Republic of China,Other Asia Pacific,Planned,Industry,Full chain,,EOR,,2027,2023,1500000.0,1.5,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 3 (dedicated storage) ,People's Republic of China,People's Republic of China,Other Asia Pacific,Planned,Industry,Full chain,,Dedicated storage,,2027,2023,500000.0,0.5,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
ADNOC CO2 storage hub (Phase 2 of fertiglobe pilot),United Arab Emirates,Middle East,Middle East,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2023,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Yulin Energy Chemical (Shaanxi),People's Republic of China,People's Republic of China,Other Asia Pacific,Planned,Fuel transformation,Full chain,,EOR,,2030,2022,1600000.0,1.6,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Yulin Coal Chemical CCUS (Shaanxi) Phase 2,People's Republic of China,People's Republic of China,Other Asia Pacific,Planned,Fuel transformation,Full chain,,EOR,,2050,2022,2600000.0,2.6,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
CPNC coal power Baijiantan Karamay (Xinjiang) Phase 1,People's Republic of China,People's Republic of China,Other Asia Pacific,Under construction,Power and heat,Full chain,,EOR,,2027,2023,1000000.0,1.0,,,Under construction,Power and heat,IEA-CCUS-2026.xlsx,under_construction
Mountaineer Gigasystem (WV) Phase 2,United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Mountaineer Gigasystem (WV) Phase 3,United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Mountaineer Gigasystem (WV) Phase 4,United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Tohoku Region West Coast CCS - Kyushu Works Oita Area ,Japan,Japan,Other Asia Pacific,Planned,Industry,Capture,,Dedicated storage,,2030,2023,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Tohoku Region West Coast CCS - Kawasaki Plant of DC CO,Japan,Japan,Other Asia Pacific,Planned,Industry,Capture,,Dedicated storage,,2030,2023,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
CO-Creator Pilot Startup program DACCS,Iceland,Iceland,Europe,Planned,DAC,Capture,,Dedicated storage,,,2023,100000.0,0.1,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Waste-to-energy Aker Carbon Capture (unknown facility),France,Europe,Europe,Planned,Power and heat,Capture,,,,,2023,200000.0,0.2,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
"Nordbex 1, Nybro",Sweden,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2029,2023,200000.0,0.2,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
East Kalimantan CCUS hub,Indonesia,Indonesia,Other Asia Pacific,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2022,1000000.0,1.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
JSA Pertamina Chevron East Kalimantan,Indonesia,Indonesia,Other Asia Pacific,Planned,CO2 T&S,Storage,,,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Bapco MOL CCUS value chain,Bahrain,Bahrain,Middle East,Planned,CO2 T&S,T&S,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
CO2NEXT terminal phase 1,Netherlands,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2028,2023,5400000.0,5.4,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
CO2NEXT terminal phase 2,Netherlands,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2023,10300000.0,10.3,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Deep Sky Alpha phase 1 (AB),Canada,Canada,North America,Operational,DAC,Capture,,Dedicated Storage,,2025,2023,2000.0,0.002,,,Operational,DAC,IEA-CCUS-2026.xlsx,operational
Commonwealth LNG CCS (LA),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2029,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Joint study CCS value chain Japan Malaysia phase 1 (M3 CCS Project/Eastern CCS Hub project),Japan-Malaysia,Japan-Malaysia,Japan and Other Asia Pacific,Planned,CO2 T&S,T&S,,Dedicated storage,,2028,2022,2000000.0,2.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Joint study CCS value chain Japan Malaysia phase 2 (M3 CCS Project/Eastern CCS Hub project),Japan-Malaysia,Japan-Malaysia,Japan and Other Asia Pacific,Planned,CO2 T&S,T&S,,Dedicated storage,,2030,2022,8000000.0,8.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
William Echo Springs CarbonSAFE (WY),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,1667000.0,1.667,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Southeastern Illinois Basin CarbonSAFE (KT),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
CarbonSAFE Illinois Storage Corridor (IL),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2028,2019,2000000.0,2.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Coal creek capture: site characterisation and permitting (ND),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2021,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
San Juan Basin CarbonSAFE (NM),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2028,2019,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Limeco Waste-to-Energy Dietikon,Switzerland,Switzerland,Europe,Planned,Power and heat,Capture,,,,,2023,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Moomba CCS storage hub (phase 3),Australia-Japan,Australia-Japan,Australia and New Zealand,Planned,CO2 T&S,T&S,,Dedicated storage,,2035,2023,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Moomba CCS storage hub (phase 4),Australia-Japan,Australia-Japan,Australia and New Zealand,Planned,CO2 T&S,T&S,,Dedicated storage,,2040,2023,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
INNOZHERO Filbornaverket plant Helsingborg,Sweden,Europe,Europe,Under construction,Power and heat,Capture,,Dedicated storage,,2028,2022,210000.0,0.21,,,Under construction,Power and heat,IEA-CCUS-2026.xlsx,under_construction
Virginia CarbonSafe storage (VA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,4000000.0,4.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
CANstore (CA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Atlantic Coast CO2 Emissions Storage Sink (ACCESS) (FL),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Red Hills CO2 storage hub (MS),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,1800000.0,1.8,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Ackerman Combined Cycle Plant (MS),United States,United States,North America,Planned,Power and heat,Capture,,Dedicated storage,,,2023,1800000.0,1.8,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Alaska Railbelt CCS Project (AK),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Susitna Power Plant (AK),United States,United States,North America,Planned,Power and heat,Capture,,Dedicated storage,,,2023,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Monkey Island carbon storage project (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
"Project Crossroads (IN, IL, MI)",United States,United States,North America,Planned,CO2 T&S,T&S,,Dedicated storage,,2030,2023,23000000.0,23.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Whiting Refinery,United States,United States,North America,Suspended,Fuel transformation,Capture,,Dedicated storage,,,2023,,,,,Suspended,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Four corners carbon storage hub (NM),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2023,8000000.0,8.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Phoenix project (TX),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Oak Grove CCS hub (Tri-state CCS hub) (PA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2023,682000.0,0.682,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Tracy DAC facility,United States,United States,North America,Operational,DAC,CCU,,,,2023,2021,1000.0,0.001,,,Operational,DAC,IEA-CCUS-2026.xlsx,operational
FlagshipTWO Sundsvall Korstaverket plant,Sweden,Europe,Europe,Planned,Power and heat,CCU,,,,2027,2023,150000.0,0.15,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Sundsvall Korstaverket plant CCS,Sweden,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2027,2023,84000.0,0.084,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
FlagshipTHREE Umea Dava plant CCU,Sweden,Europe,Europe,Planned,Power and heat,CCU,,,,2028,2023,150000.0,0.15,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Waste to energy CCU to TES Wilhemshaven (unknown facility),Germany,Europe,Europe,Planned,Power and heat,CCU,,,,,2023,400000.0,0.4,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Delaware Basin hub (Loving CCS hub) (TX),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,2000000.0,2.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Tambak Lorok Gas-Fired Power Plant,Indonesia,Indonesia,Other Asia Pacific,Planned,Power and heat,Full chain,,,,,2023,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Lake Charles low carbon ammonia (LA),United States,United States,North America,Planned,Fuel transformation,Capture,,,,,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Northern Gulf of Thailand CCS Exploration project,Thailand,Thailand,Other Asia Pacific,Planned,CO2 T&S,Storage,,Dedicated storage,,,2024,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
"CO2NNECTION Central Appalachian Basin hub (OH, PA, WV)",United States,United States,North America,Planned,CO2 T&S,Transport,,,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
"Appalachian basin storage MoU/Capio sequestration (OH, PA, WV)",United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Tampa Regional Intermodal Carbon HUB (T-RICH) (FL),United States,United States,North America,Planned,CO2 T&S,Transport,,,,,2023,2000000.0,2.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
GeZero carbon capture project (Geseke),Germany,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2029,2023,700000.0,0.7,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Rumah1 and Rumah 2 plants,Saudi Arabia,Saudi Arabia,Middle East,Planned,Power and heat,Capture,,,,,2024,2718000.0,2.718,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Nairyah1 and Nairyah 2 plants,Saudi Arabia,Saudi Arabia,Middle East,Planned,Power and heat,Capture,,,,,2024,2718000.0,2.718,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Fife ethylene plant,United Kingdom,Europe,Europe,Cancelled,Industry,Capture,,Dedicated storage,,,2021,,,,,Cancelled,Industry,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Acorn Isle of Grain to Peterhead shipping,United Kingdom,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2023,2000000.0,2.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Cormorant Clean Energy project (TX),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2029,2024,1400000.0,1.4,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Polk county hub (TX),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
West Java sea rig-to-CCS JSA,Indonesia,Indonesia,Other Asia Pacific,Planned,CO2 T&S,Storage,,Dedicated storage,,,2024,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Sheperd CCS project (capture sources under evaluation),South Korea-Malaysia,South Korea-Malaysia,Other Asia Pacific,Planned,CO2 T&S,T&S,,,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Keravan Energia (Kerava),Finland,Finland,Europe,Planned,Power and heat,CCU,,,,2029,2023,110000.0,0.11,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Tarastenjärvi power (Tampere),Finland,Finland,Europe,Planned,Power and heat,CCU,,,,2028,2021,110000.0,0.11,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Kymijärvi power (Lahti),Finland,Finland,Europe,Planned,Power and heat,CCU,,,,2029,2021,110000.0,0.11,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Kotka power (Kotka),Finland,Finland,Europe,Planned,Power and heat,CCU,,,,2029,2021,110000.0,0.11,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Aittaluoto power (Pori),Finland,Finland,Europe,Planned,Power and heat,CCU,,,,2028,2022,100000.0,0.1,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Adams Fork Energy clean ammonia project (WV),United States,United States,North America,Planned,Fuel transformation,Capture,,,,2027,2022,3402000.0,3.402,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Plock plant,Poland,Poland,Europe,Planned,Industry,Capture,,Dedicated storage,,2027,2023,1000000.0,1.0,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Tumbler Ridge e-methanol project (BC),Canada,Canada,North America,Planned,Industry,CCU,,,,2028,2015,233000.0,0.233,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
HIF Cabo Negro eFuels Facility,Chile,Chile,Central and South America,Planned,Fuel transformation,CCU,,,,,2021,230000.0,0.23,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
HIF Paysandú eFuels Facility Alur bioethanol plant,Uruguay,Uruguay,Central and South America,Planned,Fuel transformation,CCU,,,,2027,2023,150000.0,0.15,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Brocēni cement plant CCS,Latvia,Latvia,Europe,Planned,Industry,Capture,,Dedicated storage,,2030,2024,800000.0,0.8,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Linde Clear Lake HyCO Plant (TX),United States,United States,North America,Operational,Industry,CCU,,,,2023,2022,180000.0,0.18,,,Operational,Industry,IEA-CCUS-2026.xlsx,operational
